score,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
5,"Barang siapa yang mengenal mahasiswa lulusan universitas ini atas nama Frans Adi Wibowo, Informatics Engineering unisbank 2008 â€¦",barang siapa yang mengenal mahasiswa lulusan universitas ini atas nama frans adi wibowo informatics engineering unisbank 2008 ,barang mengenal mahasiswa lulusan universitas nama frans adi wibowo informatics engineering unisbank 2008,"['barang', 'mengenal', 'mahasiswa', 'lulusan', 'universitas', 'nama', 'frans', 'adi', 'wibowo', 'informatics', 'engineering', 'unisbank', '2008']",barang kenal mahasiswa lulus universitas nama frans adi wibowo informatics engineering unisbank 2008,positif
5,Kampus ternama di kota Semarang.,kampus ternama di kota semarang,kampus ternama kota semarang,"['kampus', 'ternama', 'kota', 'semarang']",kampus nama kota semarang,positif
1,"Pelayanannya jelek banget sumpah .... Tnya baik baik jawabnya ketus bgt asli , Ga ngerekomendasiin kampus ini",pelayanannya jelek banget sumpah  tnya baik baik jawabnya ketus bgt asli  ga ngerekomendasiin kampus ini,pelayanannya jelek banget sumpah tnya ketus bgt asli ga ngerekomendasiin kampus,"['pelayanannya', 'jelek', 'banget', 'sumpah', 'tnya', 'ketus', 'bgt', 'asli', 'ga', 'ngerekomendasiin', 'kampus']",layan jelek banget sumpah tnya ketus bgt asli ga ngerekomendasiin kampus,negatif
4,"Sebuah universitas yang terdapat di kota Semarang, dan pernah menjadi tempat untuk seleksi ikatan dinas STIS pada tahun 2019",sebuah universitas yang terdapat di kota semarang dan pernah menjadi tempat untuk seleksi ikatan dinas stis pada tahun 2019,universitas kota semarang seleksi ikatan dinas stis 2019,"['universitas', 'kota', 'semarang', 'seleksi', 'ikatan', 'dinas', 'stis', '2019']",universitas kota semarang seleksi ikat dinas stis 2019,positif
5,Tempat menimba ilmu yg tepat,tempat menimba ilmu yg tepat,menimba ilmu yg,"['menimba', 'ilmu', 'yg']",timba ilmu yg,positif
5,Alhamdulillah sangat puas kuliah di sini.berbobot,alhamdulillah sangat puas kuliah di siniberbobot,alhamdulillah puas kuliah siniberbobot,"['alhamdulillah', 'puas', 'kuliah', 'siniberbobot']",alhamdulillah puas kuliah siniberbobot,positif
5,Difoto Dari rest area jalan tol,difoto dari rest area jalan tol,difoto rest area jalan tol,"['difoto', 'rest', 'area', 'jalan', 'tol']",foto rest area jalan tol,positif
5,"Gedungnya seperti mall, letak parkiran ada dibawah gedung, untuk naik keatas bisa menggunakan lift dan tangga.",gedungnya seperti mall letak parkiran ada dibawah gedung untuk naik keatas bisa menggunakan lift dan tangga,gedungnya mall letak parkiran dibawah gedung keatas lift tangga,"['gedungnya', 'mall', 'letak', 'parkiran', 'dibawah', 'gedung', 'keatas', 'lift', 'tangga']",gedung mall letak parkir bawah gedung atas lift tangga,positif
5,Kampus di pusat Kota. Akses transportasi umum mudah. Pilihan program studi beragam dan terakreditasi,kampus di pusat kota akses transportasi umum mudah pilihan program studi beragam dan terakreditasi,kampus pusat kota akses transportasi mudah pilihan program studi beragam terakreditasi,"['kampus', 'pusat', 'kota', 'akses', 'transportasi', 'mudah', 'pilihan', 'program', 'studi', 'beragam', 'terakreditasi']",kampus pusat kota akses transportasi mudah pilih program studi agam akreditasi,positif
5,"Saya mau tanya,, apa syarat mahasiswa yg do/putus studi dpt surket pernah kuliah dan transkrip nilai yg sudah didapat saat kuliah?",saya mau tanya apa syarat mahasiswa yg doputus studi dpt surket pernah kuliah dan transkrip nilai yg sudah didapat saat kuliah,syarat mahasiswa yg doputus studi dpt surket kuliah transkrip nilai yg kuliah,"['syarat', 'mahasiswa', 'yg', 'doputus', 'studi', 'dpt', 'surket', 'kuliah', 'transkrip', 'nilai', 'yg', 'kuliah']",syarat mahasiswa yg doputus studi dpt surket kuliah transkrip nilai yg kuliah,positif
5,"Kampus tengah kota nih, sebelumnya di dpn kampus ada SPBU sekarang jadi taman kota",kampus tengah kota nih sebelumnya di dpn kampus ada spbu sekarang jadi taman kota,kampus kota nih dpn kampus spbu taman kota,"['kampus', 'kota', 'nih', 'dpn', 'kampus', 'spbu', 'taman', 'kota']",kampus kota nih dpn kampus spbu taman kota,positif
5,"Sangat strategis, tapi waktu semester 5 ke atas, perkuliahan akan di alihkan ke unisbank bendan , sampangan",sangat strategis tapi waktu semester 5 ke atas perkuliahan akan di alihkan ke unisbank bendan  sampangan,strategis semester 5 perkuliahan alihkan unisbank bendan sampangan,"['strategis', 'semester', '5', 'perkuliahan', 'alihkan', 'unisbank', 'bendan', 'sampangan']",strategis semester 5 kuliah alih unisbank bendan sampang,positif
5,"Saya punya kakak yang bernama fery disana kak fery  nilainya bagus,terus unisbank jangan sampai  bangkrut makasih,tolong sampaikan ke kak fery dan kepala unisbank,maaf kalau salah2 kata,saya pengen ke unisbank mau kuliah hahaha.....",saya punya kakak yang bernama fery disana kak fery  nilainya bagusterus unisbank jangan sampai  bangkrut makasihtolong sampaikan ke kak fery dan kepala unisbankmaaf kalau salah2 katasaya pengen ke unisbank mau kuliah hahaha,kakak bernama fery disana kak fery nilainya bagusterus unisbank bangkrut makasihtolong kak fery kepala unisbankmaaf salah2 katasaya pengen unisbank kuliah hahaha,"['kakak', 'bernama', 'fery', 'disana', 'kak', 'fery', 'nilainya', 'bagusterus', 'unisbank', 'bangkrut', 'makasihtolong', 'kak', 'fery', 'kepala', 'unisbankmaaf', 'salah2', 'katasaya', 'pengen', 'unisbank', 'kuliah', 'hahaha']",kakak nama fery sana kak fery nilai bagusterus unisbank bangkrut makasihtolong kak fery kepala unisbankmaaf salah2 katasaya ken unisbank kuliah hahaha,positif
4,Menjadi salah satu universitas yg ada di kota semarang dengan fakultas dan jurusan yang bermacamÂ²,menjadi salah satu universitas yg ada di kota semarang dengan fakultas dan jurusan yang bermacam,salah universitas yg kota semarang fakultas jurusan,"['salah', 'universitas', 'yg', 'kota', 'semarang', 'fakultas', 'jurusan']",salah universitas yg kota semarang fakultas jurus,positif
5,Cukup luas dan mahasiswanya cukup ramah.,cukup luas dan mahasiswanya cukup ramah,luas mahasiswanya ramah,"['luas', 'mahasiswanya', 'ramah']",luas mahasiswa ramah,positif
4,"Universitas Stikubank (Unisbank) Semarang berlokasi di jalan mugas deerah pahlawan terdapat fakultas Teknologi Informasi dencakup program studi Teknik Informatika, Sistem Informasi, dan D3- Manaj. Informatika",universitas stikubank unisbank semarang berlokasi di jalan mugas deerah pahlawan terdapat fakultas teknologi informasi dencakup program studi teknik informatika sistem informasi dan d3 manaj informatika,universitas stikubank unisbank semarang berlokasi jalan mugas deerah pahlawan fakultas teknologi informasi dencakup program studi teknik informatika sistem informasi d3 manaj informatika,"['universitas', 'stikubank', 'unisbank', 'semarang', 'berlokasi', 'jalan', 'mugas', 'deerah', 'pahlawan', 'fakultas', 'teknologi', 'informasi', 'dencakup', 'program', 'studi', 'teknik', 'informatika', 'sistem', 'informasi', 'd3', 'manaj', 'informatika']",universitas stikubank unisbank semarang lokasi jalan mugas deerah pahlawan fakultas teknologi informasi dencakup program studi teknik informatika sistem informasi d3 manaj informatika,positif
1,"tolong dong, pelayanan bagian keuangan yg responsif gitu, percuma diberikan nomor untuk dihubungi tetapi pelayanannya sangat buruk",tolong dong pelayanan bagian keuangan yg responsif gitu percuma diberikan nomor untuk dihubungi tetapi pelayanannya sangat buruk,tolong pelayanan keuangan yg responsif gitu nomor dihubungi pelayanannya buruk,"['tolong', 'pelayanan', 'keuangan', 'yg', 'responsif', 'gitu', 'nomor', 'dihubungi', 'pelayanannya', 'buruk']",tolong layan uang yg responsif gitu nomor hubung layan buruk,negatif
1,"Telat bayar Spp, kena Denda!! emang kapitalisme kampus ini sangat kental hwahahhahaha",telat bayar spp kena denda emang kapitalisme kampus ini sangat kental hwahahhahaha,telat bayar spp kena denda emang kapitalisme kampus kental hwahahhahaha,"['telat', 'bayar', 'spp', 'kena', 'denda', 'emang', 'kapitalisme', 'kampus', 'kental', 'hwahahhahaha']",telat bayar spp kena denda emang kapitalisme kampus kental hwahahhahaha,negatif
5,"Pagi kerja
Sore Kuliah
2000 sd 2004 ada di sini",pagi kerjasore kuliah2000 sd 2004 ada di sini,pagi kerjasore kuliah2000 sd 2004,"['pagi', 'kerjasore', 'kuliah2000', 'sd', '2004']",pagi kerjasore kuliah2000 sd 2004,positif
5,"Kampus lokasi strategis , kalo free bisa jalan jalan ke mall , deket bgt ,",kampus lokasi strategis  kalo free bisa jalan jalan ke mall  deket bgt ,kampus lokasi strategis kalo free jalan jalan mall deket bgt,"['kampus', 'lokasi', 'strategis', 'kalo', 'free', 'jalan', 'jalan', 'mall', 'deket', 'bgt']",kampus lokasi strategis kalo free jalan jalan mall deket bgt,positif
2,Komen terakhir semoga ditanggapin dengan serius tuh wkkwkwk,komen terakhir semoga ditanggapin dengan serius tuh wkkwkwk,komen semoga ditanggapin serius tuh wkkwkwk,"['komen', 'semoga', 'ditanggapin', 'serius', 'tuh', 'wkkwkwk']",komen moga ditanggapin serius tuh wkkwkwk,negatif
5,Kampus strategis tengah kota tdk perlu jauh2,kampus strategis tengah kota tdk perlu jauh2,kampus strategis kota tdk jauh2,"['kampus', 'strategis', 'kota', 'tdk', 'jauh2']",kampus strategis kota tdk jauh2,positif
5,Mau cari kuliner apa aja banyak tersedia semua. Tinggal nego uang saku aja.,mau cari kuliner apa aja banyak tersedia semua tinggal nego uang saku aja,cari kuliner aja tersedia tinggal nego uang saku aja,"['cari', 'kuliner', 'aja', 'tersedia', 'tinggal', 'nego', 'uang', 'saku', 'aja']",cari kuliner aja sedia tinggal nego uang saku aja,positif
5,"Gedungnya gedhe..
Dan suasana sejuk disini .dataran tinggi. â€¦",gedungnya gedhedan suasana sejuk disini dataran tinggi ,gedungnya gedhedan suasana sejuk dataran,"['gedungnya', 'gedhedan', 'suasana', 'sejuk', 'dataran']",gedung gedhedan suasana sejuk datar,positif
5,"Kampus 1 Mugas , yang sama seperti kampus 2 Kendeng berlantai 9",kampus 1 mugas  yang sama seperti kampus 2 kendeng berlantai 9,kampus 1 mugas kampus 2 kendeng berlantai 9,"['kampus', '1', 'mugas', 'kampus', '2', 'kendeng', 'berlantai', '9']",kampus 1 mugas kampus 2 kendeng lantai 9,positif
5,"strategis, mudah dijangkau, fasilitas memadai",strategis mudah dijangkau fasilitas memadai,strategis mudah dijangkau fasilitas memadai,"['strategis', 'mudah', 'dijangkau', 'fasilitas', 'memadai']",strategis mudah jangkau fasilitas pada,positif
1,Pelayanan dan baak ter ruwet,pelayanan dan baak ter ruwet,pelayanan baak ter ruwet,"['pelayanan', 'baak', 'ter', 'ruwet']",layan baak ter ruwet,negatif
1,Mulai dr covid sampai saat ini masi daring..,mulai dr covid sampai saat ini masi daring,dr covid masi daring,"['dr', 'covid', 'masi', 'daring']",dr covid mas daring,negatif
5,Angkatan 98...unisbank terbaik,angkatan 98unisbank terbaik,angkatan 98unisbank terbaik,"['angkatan', '98unisbank', 'terbaik']",angkat 98unisbank baik,positif
5,Tempat kuliah waktu dulu kenanganku  di kota semarang,tempat kuliah waktu dulu kenanganku  di kota semarang,kuliah kenanganku kota semarang,"['kuliah', 'kenanganku', 'kota', 'semarang']",kuliah kenang kota semarang,positif
5,"Tempat nyaman, aman bersih...",tempat nyaman aman bersih,nyaman aman bersih,"['nyaman', 'aman', 'bersih']",nyaman aman bersih,positif
5,kampus nya bagus di tengah kota lulus tahun ini pengen kuliah di stikubank,kampus nya bagus di tengah kota lulus tahun ini pengen kuliah di stikubank,kampus nya bagus kota lulus pengen kuliah stikubank,"['kampus', 'nya', 'bagus', 'kota', 'lulus', 'pengen', 'kuliah', 'stikubank']",kampus nya bagus kota lulus ken kuliah stikubank,positif
5,"Bismillah, semoga stikubank memberikan berkah..",bismillah semoga stikubank memberikan berkah,bismillah semoga stikubank berkah,"['bismillah', 'semoga', 'stikubank', 'berkah']",bismillah moga stikubank berkah,positif
5,"Tempatnya nyaman , kampus tengah kota juga",tempatnya nyaman  kampus tengah kota juga,tempatnya nyaman kampus kota,"['tempatnya', 'nyaman', 'kampus', 'kota']",tempat nyaman kampus kota,positif
5,"Kampus yg Istimewa,,Siap bersaing dg yg lainnya.",kampus yg istimewasiap bersaing dg yg lainnya,kampus yg istimewasiap bersaing dg yg,"['kampus', 'yg', 'istimewasiap', 'bersaing', 'dg', 'yg']",kampus yg istimewasiap saing dg yg,positif
5,"Tempat strategis, nyaman, representatif",tempat strategis nyaman representatif,strategis nyaman representatif,"['strategis', 'nyaman', 'representatif']",strategis nyaman representatif,positif
5,Universitas yang lengkap berada di pusat kota semarang.,universitas yang lengkap berada di pusat kota semarang,universitas lengkap pusat kota semarang,"['universitas', 'lengkap', 'pusat', 'kota', 'semarang']",universitas lengkap pusat kota semarang,positif
5,Saya kuliah di universitas ituvmakanya saya beri 5 bintang,saya kuliah di universitas ituvmakanya saya beri 5 bintang,kuliah universitas ituvmakanya 5 bintang,"['kuliah', 'universitas', 'ituvmakanya', '5', 'bintang']",kuliah universitas ituvmakanya 5 bintang,positif
5,"lokasi dekat dgn keramaian, strategis",lokasi dekat dgn keramaian strategis,lokasi dgn keramaian strategis,"['lokasi', 'dgn', 'keramaian', 'strategis']",lokasi dgn ramai strategis,positif
5,Tempat kuliah yg berkualitas tinggi,tempat kuliah yg berkualitas tinggi,kuliah yg berkualitas,"['kuliah', 'yg', 'berkualitas']",kuliah yg kualitas,positif
5,"kampus strategis, entrepeneuership oke..",kampus strategis entrepeneuership oke,kampus strategis entrepeneuership oke,"['kampus', 'strategis', 'entrepeneuership', 'oke']",kampus strategis entrepeneuership oke,positif
5,cukup akurat untuk lokasi perkuliahan yang mudah,cukup akurat untuk lokasi perkuliahan yang mudah,akurat lokasi perkuliahan mudah,"['akurat', 'lokasi', 'perkuliahan', 'mudah']",akurat lokasi kuliah mudah,positif
5,"9 lantai, ada lift ada tangga",9 lantai ada lift ada tangga,9 lantai lift tangga,"['9', 'lantai', 'lift', 'tangga']",9 lantai lift tangga,positif
5,Universitas Stikubank merupakan lembaga pendidikan yg bagus..ğŸ‘ â€¦,universitas stikubank merupakan lembaga pendidikan yg bagus ,universitas stikubank lembaga pendidikan yg bagus,"['universitas', 'stikubank', 'lembaga', 'pendidikan', 'yg', 'bagus']",universitas stikubank lembaga didik yg bagus,positif
5,Bisa jadi alternatif tempat kuliah yang baik,bisa jadi alternatif tempat kuliah yang baik,alternatif kuliah,"['alternatif', 'kuliah']",alternatif kuliah,positif
5,Kampus ungulan di Jawa Tengah dan berlokasi di tengah kota Semarang,kampus ungulan di jawa tengah dan berlokasi di tengah kota semarang,kampus ungulan jawa berlokasi kota semarang,"['kampus', 'ungulan', 'jawa', 'berlokasi', 'kota', 'semarang']",kampus ungulan jawa lokasi kota semarang,positif
5,Kampus nyaman sukses selalu...,kampus nyaman sukses selalu,kampus nyaman sukses,"['kampus', 'nyaman', 'sukses']",kampus nyaman sukses,positif
4,Kampus nya  strategis,kampus nya  strategis,kampus nya strategis,"['kampus', 'nya', 'strategis']",kampus nya strategis,positif
5,"Nyaman, menyenangkan, kampus favorit ğŸ˜ â€¦",nyaman menyenangkan kampus favorit  ,nyaman menyenangkan kampus favorit,"['nyaman', 'menyenangkan', 'kampus', 'favorit']",nyaman senang kampus favorit,positif
5,Kampus tercinta ğŸ”¥ â€¦,kampus tercinta  ,kampus tercinta,"['kampus', 'tercinta']",kampus cinta,positif
5,ada taman depan kampus. adem,ada taman depan kampus adem,taman kampus adem,"['taman', 'kampus', 'adem']",taman kampus adem,positif
5,Kampus ku terpercaya.,kampus ku terpercaya,kampus ku terpercaya,"['kampus', 'ku', 'terpercaya']",kampus ku percaya,positif
4,Tempat mencari ilmu,tempat mencari ilmu,mencari ilmu,"['mencari', 'ilmu']",cari ilmu,positif
4,Kampus Perbankan di pusat kota semarang,kampus perbankan di pusat kota semarang,kampus perbankan pusat kota semarang,"['kampus', 'perbankan', 'pusat', 'kota', 'semarang']",kampus perban pusat kota semarang,positif
5,Tempat keren dan banyak fasilitas,tempat keren dan banyak fasilitas,keren fasilitas,"['keren', 'fasilitas']",keren fasilitas,positif
4,Mantap kampusnya,mantap kampusnya,mantap kampusnya,"['mantap', 'kampusnya']",mantap kampus,positif
5,Belajar untuk ber ekonomi Indonesia,belajar untuk ber ekonomi indonesia,belajar ber ekonomi indonesia,"['belajar', 'ber', 'ekonomi', 'indonesia']",ajar ber ekonomi indonesia,positif
5,kampus yang memiliki pencetak entrepeneurship,kampus yang memiliki pencetak entrepeneurship,kampus memiliki pencetak entrepeneurship,"['kampus', 'memiliki', 'pencetak', 'entrepeneurship']",kampus milik cetak entrepeneurship,positif
5,Hanya sempat test saja,hanya sempat test saja,test,['test'],test,positif
5,Lokasi strategis,lokasi strategis,lokasi strategis,"['lokasi', 'strategis']",lokasi strategis,positif
5,Bagus sekali,bagus sekali,bagus,['bagus'],bagus,positif
4,Tempat kuliah ilmu ekonomi.,tempat kuliah ilmu ekonomi,kuliah ilmu ekonomi,"['kuliah', 'ilmu', 'ekonomi']",kuliah ilmu ekonomi,positif
5,Tempatnya bersih dan nyaman,tempatnya bersih dan nyaman,tempatnya bersih nyaman,"['tempatnya', 'bersih', 'nyaman']",tempat bersih nyaman,positif
5,kampus swasta termurah dan terbaik,kampus swasta termurah dan terbaik,kampus swasta termurah terbaik,"['kampus', 'swasta', 'termurah', 'terbaik']",kampus swasta murah baik,positif
4,Kampus tengah kota nyaman,kampus tengah kota nyaman,kampus kota nyaman,"['kampus', 'kota', 'nyaman']",kampus kota nyaman,positif
5,universitas mantap gan,universitas mantap gan,universitas mantap gan,"['universitas', 'mantap', 'gan']",universitas mantap gan,positif
4,Kampus tengah kota,kampus tengah kota,kampus kota,"['kampus', 'kota']",kampus kota,positif
5,Bagus Nyaman,bagus nyaman,bagus nyaman,"['bagus', 'nyaman']",bagus nyaman,positif
5,Asik,asik,asik,['asik'],asik,positif
5,Mantap,mantap,mantap,['mantap'],mantap,positif
4,Dekat dengan pusat kota,dekat dengan pusat kota,pusat kota,"['pusat', 'kota']",pusat kota,positif
1,Nayla,nayla,nayla,['nayla'],nayla,negatif
4,Oke,oke,oke,['oke'],oke,positif
5,Good banget,good banget,good banget,"['good', 'banget']",good banget,positif
5,Universitas di pusat kota,universitas di pusat kota,universitas pusat kota,"['universitas', 'pusat', 'kota']",universitas pusat kota,positif
4,Good...bagus,goodbagus,goodbagus,['goodbagus'],goodbagus,positif
5,kampus kesayanagan,kampus kesayanagan,kampus kesayanagan,"['kampus', 'kesayanagan']",kampus kesayanagan,positif
5,Recomended campus,recomended campus,recomended campus,"['recomended', 'campus']",recomended campus,positif
5,Istimewaa,istimewaa,istimewaa,['istimewaa'],istimewaa,positif
5,Saya lulusan dari sini,saya lulusan dari sini,lulusan,['lulusan'],lulus,positif
5,Strategis,strategis,strategis,['strategis'],strategis,positif
4,Universitas untuk umum,universitas untuk umum,universitas,['universitas'],universitas,positif
5,Mantap ğŸ‘ â€¦,mantap  ,mantap,['mantap'],mantap,positif
5,Bagus,bagus,bagus,['bagus'],bagus,positif
5,Sangat menyukainya,sangat menyukainya,menyukainya,['menyukainya'],suka,positif
5,Banyak yang aman dan nyaman,banyak yang aman dan nyaman,aman nyaman,"['aman', 'nyaman']",aman nyaman,positif
5,Pak Jati besttttt ğŸ‘ğŸ‘ğŸ‘ â€¦,pak jati besttttt  ,jati besttttt,"['jati', 'besttttt']",jati besttttt,positif
5,Jajan bon bon,jajan bon bon,jajan bon bon,"['jajan', 'bon', 'bon']",jajan bon bon,positif
5,Anda memiliki Alumni ğŸ¥°ğŸ™ŒğŸ» â€¦,anda memiliki alumni  ,memiliki alumni,"['memiliki', 'alumni']",milik alumni,positif
5,tanda,tanda,tanda,['tanda'],tanda,positif
5,Tempat yang bagus..,tempat yang bagus,bagus,['bagus'],bagus,positif
2,bukan universitas terbaik,bukan universitas terbaik,universitas terbaik,"['universitas', 'terbaik']",universitas baik,negatif
5,mengerikan,mengerikan,mengerikan,['mengerikan'],keri,positif
5,ğŸ‘ğŸ‘ â€¦, ,,[],,positif
5,Tempat yang bagus,tempat yang bagus,bagus,['bagus'],bagus,positif
5,Almamaterku :),almamaterku ,almamaterku,['almamaterku'],almamater,positif
1,India,india,india,['india'],india,negatif
5,kampus legenda,kampus legenda,kampus legenda,"['kampus', 'legenda']",kampus legenda,positif
5,Universitas wirausaha,universitas wirausaha,universitas wirausaha,"['universitas', 'wirausaha']",universitas wirausaha,positif
5,universitas perbankan,universitas perbankan,universitas perbankan,"['universitas', 'perbankan']",universitas perban,positif
